encounter_id,party_size,party_level,monster_count,monster_name,monster_challenge_rating,encounter_description,feasibility_label
encounter_4435,3,9,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 3 adventurers at level 9.,Not Possible
encounter_2955,4,7,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_15,5,11,7,Orc,0.5,A group of 7 Orc(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_3629,2,11,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 11.,Not Possible
encounter_946,2,14,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_248,1,12,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 1 adventurers at level 12.,Not Possible
encounter_4698,1,12,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_361,2,4,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_4657,1,18,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_1615,4,1,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 4 adventurers at level 1.,Not Possible
encounter_2304,2,19,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_4142,4,15,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 4 adventurers at level 15.,Not Possible
encounter_3169,5,16,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_2479,5,14,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_4215,5,5,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_4181,2,6,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 2 adventurers at level 6.,Not Possible
encounter_4885,4,11,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_3164,5,14,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_491,2,5,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 5.,Possible
encounter_863,3,1,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_1741,3,4,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 3 adventurers at level 4.,Not Possible
encounter_4100,5,5,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_4386,1,12,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_2448,5,14,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_4231,1,4,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 1 adventurers at level 4.,Not Possible
encounter_507,5,16,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_2678,1,15,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_2996,4,12,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_1943,4,3,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 3.,Not Possible
encounter_1223,4,4,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_1114,5,19,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_1906,3,1,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 3 adventurers at level 1.,Possible
encounter_3424,5,9,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 5 adventurers at level 9.,Possible
encounter_1878,4,6,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 4 adventurers at level 6.,Possible
encounter_4673,1,12,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_434,2,9,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_2365,2,10,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 10.,Not Possible
encounter_3155,5,18,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_2836,2,4,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_2093,3,19,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_3011,5,2,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 5 adventurers at level 2.,Possible
encounter_3163,5,7,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_2946,2,16,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 2 adventurers at level 16.,Possible
encounter_3917,2,2,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 2 adventurers at level 2.,Possible
encounter_2917,3,17,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_1103,1,2,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_1449,1,5,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 1 adventurers at level 5.,Possible
encounter_1721,1,14,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_4519,3,19,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 3 adventurers at level 19.,Not Possible
encounter_3843,5,14,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_157,4,17,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_2979,1,5,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 1 adventurers at level 5.,Not Possible
encounter_1774,4,5,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_616,3,15,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_644,5,7,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_1936,5,11,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_4278,2,4,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_1069,2,12,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 12.,Not Possible
encounter_4455,1,16,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 1 adventurers at level 16.,Possible
encounter_4155,3,10,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_4240,5,15,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_4869,4,14,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 4 adventurers at level 14.,Not Possible
encounter_331,4,1,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 4 adventurers at level 1.,Not Possible
encounter_2058,3,13,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 3 adventurers at level 13.,Not Possible
encounter_2647,1,14,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2192,1,13,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_623,1,9,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 1 adventurers at level 9.,Not Possible
encounter_1596,2,1,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 2 adventurers at level 1.,Not Possible
encounter_2916,1,18,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 18.,Possible
encounter_4822,3,11,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_3899,5,6,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_1920,2,16,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 16.,Not Possible
encounter_4174,3,11,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_4478,3,12,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 3 adventurers at level 12.,Possible
encounter_756,1,5,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 1 adventurers at level 5.,Possible
encounter_519,4,11,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_3804,5,17,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_33,2,4,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_2938,4,2,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 4 adventurers at level 2.,Possible
encounter_1158,5,17,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_745,1,15,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_1498,2,6,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 2 adventurers at level 6.,Not Possible
encounter_3460,4,7,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_3756,3,10,7,Orc,0.5,A group of 7 Orc(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_2592,5,12,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_784,2,17,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_3494,1,6,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 1 adventurers at level 6.,Not Possible
encounter_2950,4,16,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 4 adventurers at level 16.,Possible
encounter_230,3,14,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_858,4,2,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 4 adventurers at level 2.,Not Possible
encounter_2267,3,15,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_4275,2,3,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 2 adventurers at level 3.,Possible
encounter_409,4,19,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_171,1,9,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 1 adventurers at level 9.,Possible
encounter_541,4,13,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_2211,2,14,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_2305,5,4,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_2568,3,17,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_614,2,10,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_2102,1,19,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_1809,4,14,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 4 adventurers at level 14.,Possible
encounter_3439,5,14,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_1162,3,10,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_4226,3,2,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 3 adventurers at level 2.,Possible
encounter_3120,2,7,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 2 adventurers at level 7.,Not Possible
encounter_3653,2,10,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_1611,1,10,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_1933,4,17,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_3028,4,9,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_565,4,4,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_3572,1,3,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 3.,Not Possible
encounter_4248,5,5,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 5 adventurers at level 5.,Not Possible
encounter_2389,5,13,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_1472,2,18,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 2 adventurers at level 18.,Possible
encounter_2631,1,5,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 1 adventurers at level 5.,Possible
encounter_1836,5,5,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_4929,5,8,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 5 adventurers at level 8.,Possible
encounter_3476,1,6,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_1534,2,4,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_4328,3,19,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_2485,2,1,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 2 adventurers at level 1.,Possible
encounter_4208,1,10,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_1173,2,19,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_1428,1,8,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 1 adventurers at level 8.,Possible
encounter_326,5,18,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_1052,4,15,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_3320,2,4,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_4722,5,8,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 5 adventurers at level 8.,Possible
encounter_3865,1,4,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 4.,Possible
encounter_2604,3,2,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_1739,1,15,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 1 adventurers at level 15.,Not Possible
encounter_1197,5,5,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_621,5,18,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_1375,1,8,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 1 adventurers at level 8.,Possible
encounter_2880,4,11,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_1190,5,19,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_329,5,4,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 5 adventurers at level 4.,Not Possible
encounter_649,3,4,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 3 adventurers at level 4.,Not Possible
encounter_898,5,17,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_3883,5,17,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_1124,2,1,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 2 adventurers at level 1.,Not Possible
encounter_1892,1,14,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_4644,5,17,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_4792,3,6,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 3 adventurers at level 6.,Not Possible
encounter_4530,5,3,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_4235,3,18,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 3 adventurers at level 18.,Not Possible
encounter_1594,5,15,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_3313,1,14,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2548,1,17,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 1 adventurers at level 17.,Possible
encounter_1546,1,17,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 1 adventurers at level 17.,Possible
encounter_4337,2,14,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 2 adventurers at level 14.,Not Possible
encounter_1024,2,17,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_1972,1,1,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_4989,5,1,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 1.,Not Possible
encounter_1715,2,19,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 2 adventurers at level 19.,Possible
encounter_1718,4,4,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_1478,1,14,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_810,2,10,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 2 adventurers at level 10.,Not Possible
